MSW05_Order	MSW05_Family	MSW05_Binomial	AdultBodyMass_g	AdultHeadBodyLen_mm	AgeatFirstBirth_d	BasalMetRate_mLO2hr	BasalMetRateMass_g	DietBreadth	GestationLen_d	HabitatBreadth	HomeRange_km2	InterbirthInterval_d	LitterSize	LittersPerYear	MaxLongevity_m	NeonateBodyMass_g	NeonateHeadBodyLen_mm	PopulationDensity_n_km2	PopulationGrpSize	SexualMaturityAge_d	SocialGrpSize	Terrestriality	TrophicLevel	WeaningAge_d	WeaningBodyMass_g	WeaningHeadBodyLen_mm	GR_Area_km2	GR_MaxLat_dd	GR_MinLat_dd	GR_MidRangeLat_dd	GR_MaxLong_dd	GR_MinLong_dd	GR_MidRangeLong_dd	HuPopDen_Min_n_km2	HuPopDen_Mean_n_km2	HuPopDen_Change	Precip_Mean_mm	Temp_Mean_01degC	AET_Mean_mm	PET_Mean_mm
Rodentia	Muridae	Rattus_burrus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1257.84	8.22	6.74	7.48	93.95	93.45	93.7	14	14	0.16	NA	NA	NA	NA
Rodentia	Muridae	Rattus_colletti	146.48	NA	NA	122.94	165.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79228.17	-11.11	-14.08	-12.59	136.97	130.11	133.54	0	3.61	5.72E-03	100.53	271.05	958.99	1885.3
Rodentia	Muridae	Rattus_elaphinus	131.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2894.95	-1.62	-2.02	-1.82	125.32	124.33	124.82	5	5.2	0	263	235	NA	NA
Rodentia	Muridae	Rattus_enganus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	402.7	-5.28	-5.51	-5.4	102.39	102.09	102.24	119	119	0.33	NA	NA	NA	NA
Rodentia	Muridae	Rattus_everetti	253.53	190	NA	NA	NA	5	NA	NA	5.00E-03	NA	NA	NA	NA	NA	NA	153.38	NA	NA	NA	NA	2	NA	NA	NA	239437.44	18.65	5.55	12.1	126.6	119.74	123.17	19	220.01	0.1	208.14	241.2	1470.06	1728
Rodentia	Muridae	Rattus_exulans	50.63	119.9	173.55	NA	NA	4	21.34	NA	9.36E-04	74	3.7	3.9	NA	2.43	42.57	7154.76	NA	57.41	NA	NA	2	28	21.49	NA	1877248.56	24.67	1.26	12.96	109.46	91.31	100.38	2	125.99	0.09	163.09	239.07	1144.34	1533.45
Rodentia	Muridae	Rattus_feliceus	306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.4	-3.23	-3.3	-3.26	129.66	129.59	129.63	23	23	0.04	277	243	NA	NA
Rodentia	Muridae	Rattus_fuscipes	124.58	159.25	136.87	84.36	76	3	22.95	2	NA	NA	4.58	3.3	41	4.24	NA	1069.81	NA	59.31	NA	1	2	25.38	17.6	141.48	451237.89	-14.83	-39.13	-26.98	153.63	113.67	133.65	0	29.35	0.07	75.52	157.48	716.85	1210.83
Rodentia	Muridae	Rattus_giluwensis	NA	150.55	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	2997.83	-5.62	-6.2	-5.91	144.15	143.59	143.87	15	25.75	0.12	433.98	114.74	1596.99	1596.99
Rodentia	Muridae	Rattus_hainaldi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.95	-8.59	-8.66	-8.62	120.56	120.48	120.52	68	76	0.06	225.5	227	NA	NA
Rodentia	Muridae	Rattus_hoffmanni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170563.18	1.75	-5.7	-1.97	125.29	118.75	122.02	17	96.14	0.08	229.41	215.47	1812.6	1909.15
Rodentia	Muridae	Rattus_hoogerwerfi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256.04	4.03	3.86	3.95	97.38	97.22	97.3	30	39.49	0.09	111.99	184.49	1522	1522
Rodentia	Muridae	Rattus_jobiensis	380	211.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	156	4824.46	-0.62	-1.9	-1.26	136.9	135.37	136.13	2	20.33	0.05	225.99	252	NA	NA
Rodentia	Muridae	Rattus_koopmani	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2364.95	-1.15	-1.64	-1.4	123.55	122.78	123.17	31	31	0.1	245	240.5	NA	NA
Rodentia	Muridae	Rattus_korinchi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7261.35	0.19	-1.85	-0.83	101.41	99.87	100.64	57	145.45	0.04	292.49	220.2	1643.78	1841.67
Rodentia	Muridae	Rattus_leucopus	200.89	189.68	141.33	NA	NA	4	NA	2	NA	NA	3.45	NA	NA	NA	NA	NA	NA	102.07	NA	1	2	NA	NA	158.83	362571.26	-4.1	-19.45	-11.78	150.87	134.2	142.54	0	6.1	0.13	223.09	239.38	1487.74	1686.6
Rodentia	Muridae	Rattus_losea	104.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	367079.25	25.29	12.09	18.69	122	97.77	109.88	6	228.75	0.08	151.3	230.13	1158.42	1548.02
Rodentia	Muridae	Rattus_lugens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6044.85	-0.91	-3.34	-2.13	100.47	98.58	99.52	43	55.33	0.11	340	259	NA	NA
Rodentia	Muridae	Rattus_lutreolus	106	160.65	112	63.22	109	4	24.81	2	NA	NA	4.45	2.4	29	4.94	44.77	566.83	NA	56.96	NA	1	2	25	31.62	NA	336333.3	-15.76	-43.64	-29.7	153.63	136.53	145.08	0	33.01	0.03	77	144.66	702.04	1130.01
Rodentia	Muridae	Rattus_macleari	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_marmosurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106195.3	1.75	-4.58	-1.41	125.24	119.03	122.13	17	64.4	0.09	226.99	209.36	1813.54	1879.6
Rodentia	Muridae	Rattus_mindorensis	NA	190	NA	NA	NA	4	NA	NA	NA	NA	6.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	9912.75	13.53	12.2	12.86	121.55	120.29	120.92	20	161.33	0.15	196.39	239.81	NA	NA
Rodentia	Muridae	Rattus_mollicomulus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160.31	-5.25	-5.38	-5.32	119.95	119.81	119.88	181	181	0.05	236	215	NA	NA
Rodentia	Muridae	Rattus_montanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	291.53	7	6.77	6.88	80.86	80.73	80.8	320	379.46	0.01	180.99	223.99	1614	1651.98
Rodentia	Muridae	Rattus_mordax	230	173.45	NA	NA	NA	2	NA	NA	NA	NA	2.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	97464.01	-6	-11.65	-8.83	153.77	145.74	149.76	3	11.45	0.09	223.18	208.83	1704.86	1768.69
Rodentia	Muridae	Rattus_morotaiensis	148.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2299.31	2.64	1.98	2.31	128.69	128.19	128.44	38	65.19	0.12	174	249	NA	NA
Rodentia	Muridae	Rattus_nativitatis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_niobe	45.07	115.43	NA	NA	NA	3	NA	2	1.06E-03	NA	2.15	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_nitidus	100.02	182.58	NA	NA	NA	NA	NA	NA	NA	NA	3.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1192450.82	31.32	11.19	21.25	120.64	78.78	99.71	1	179.29	0.08	149.37	164.83	1046.46	1272.3
Rodentia	Muridae	Rattus_norvegicus	282.89	NA	91.25	NA	NA	1	21.74	2	2.93E-03	NA	8.99	3.5	NA	5.8	52	NA	NA	55.23	NA	1	1	25.37	53.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_novaeguineae	133	177.68	NA	NA	NA	NA	NA	1	NA	NA	5.37	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	29467.48	-6.11	-8.05	-7.08	147.65	144.55	146.1	2	15	0.08	319.33	175.93	1679.49	1709.23
Rodentia	Muridae	Rattus_omichlodes	70.02	132.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_osgoodi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	230.85	12.14	11.98	12.06	108.53	108.37	108.45	31	67.28	0.14	139	210.25	1158.22	1342.98
Rodentia	Muridae	Rattus_palmarum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.12	9.25	9.11	9.18	92.82	92.7	92.76	168	168	0.12	NA	NA	NA	NA
Rodentia	Muridae	Rattus_pelurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2364.95	-1.15	-1.64	-1.4	123.55	122.78	123.17	31	31	0.1	245	240.5	NA	NA
Rodentia	Muridae	Rattus_pococki	NA	128.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_praetor	194.43	195.7	NA	NA	NA	NA	NA	1	NA	NA	4.37	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	288915.89	0.04	-9.94	-4.95	160.83	129.27	145.05	2	8.04	0.15	215.06	248.31	1718.31	1756.5
Rodentia	Muridae	Rattus_pyctoris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1801008.06	43.34	22.63	32.99	107.38	61.65	84.51	0	73.36	0.12	75.78	56.07	607.3	1049.84
Rodentia	Muridae	Rattus_ranjiniae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3656.99	10.59	8.45	9.52	76.99	76.12	76.56	353	1493.21	0.05	194.28	268.66	1189.75	1650.21
Rodentia	Muridae	Rattus_rattus	142.68	201.99	143.14	NA	NA	5	23.45	2	2.32E-03	31.25	5.88	3.75	50.4	4.53	42.42	2640.54	NA	115.29	NA	2	2	28	37.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_richardsoni	64.29	124.81	NA	NA	NA	3	NA	NA	NA	NA	2.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	4489.98	-3.99	-4.67	-4.33	138.93	136.91	137.92	2	4.28	0.15	164.57	195.54	1726	1726.72
Rodentia	Muridae	Rattus_salocco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_sanila	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_satarae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_simalurensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1843.55	2.92	2.05	2.49	96.68	95.69	96.18	38	38	0.05	NA	NA	NA	NA
Rodentia	Muridae	Rattus_sordidus	157.5	159.67	77	106.59	187	NA	21.89	NA	NA	28.5	5.99	NA	NA	3	NA	NA	NA	51.28	NA	NA	NA	NA	NA	131.9	467956.71	-5.51	-27.73	-16.62	153.54	140.14	146.84	0	7.53	0.1	132.05	233.2	1059.6	1615.69
Rodentia	Muridae	Rattus_steini	151.17	171.01	NA	NA	NA	4	NA	NA	NA	NA	3.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	125.22	238700.38	-3.21	-8.1	-5.66	147.86	135.3	141.58	1	9.68	0.13	275.17	210.96	1687.63	1711.45
Rodentia	Muridae	Rattus_stoicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2371.86	12.3	10.5	11.4	93.1	92.35	92.73	52	52	0.2	NA	NA	NA	NA
Rodentia	Muridae	Rattus_tanezumi	140.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_tawitawiensis	NA	190	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	625.54	5.34	5.04	5.19	120.25	119.81	120.03	128	197.5	0.09	NA	NA	NA	NA
Rodentia	Muridae	Rattus_timorensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	383.83	-9.45	-9.65	-9.55	124.32	124.12	124.22	57	67.99	0.07	89.49	234	NA	NA
Rodentia	Muridae	Rattus_tiomanicus	119.29	190	NA	NA	NA	4	21.99	1	NA	NA	3.87	NA	NA	4.1	NA	4912.07	NA	NA	NA	1	2	NA	NA	NA	1516498.44	11.42	-8.96	1.23	119.71	95.18	107.45	1	150.22	0.14	237.71	248.63	1664.86	1740.31
Rodentia	Muridae	Rattus_tunneyi	169.29	151.64	56	NA	NA	NA	22.29	NA	NA	NA	5.34	NA	NA	NA	NA	NA	NA	158.16	NA	NA	NA	NA	NA	NA	689460.95	-11.11	-28.39	-19.75	153.54	115.54	134.54	0	5.5	0.06	79.94	241.57	870.41	1674.03
Rodentia	Muridae	Rattus_vandeuseni	67.24	135.21	NA	NA	NA	3	NA	1	NA	NA	2.15	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	170.49	-9.76	-9.89	-9.83	149.25	149.12	149.18	8	8	0	209	194	NA	NA
Rodentia	Muridae	Rattus_verecundus	97.02	142.51	NA	NA	NA	3	23.72	2	1.06E-03	NA	2.15	NA	NA	NA	NA	NA	NA	NA	NA	1	2	19.5	NA	NA	246219.16	-1.26	-10.7	-5.98	150.87	133.93	142.4	1	10.15	0.11	286.43	212.3	1673.74	1701.93
Rodentia	Muridae	Rattus_villosissimus	221.76	186.64	NA	145.84	250.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2967.34	NA	NA	NA	NA	NA	NA	NA	NA	1853722.51	-14.05	-28.66	-21.35	145.84	123.42	134.63	0	0.03	0.01	35.29	238.05	455.63	1542.79
Rodentia	Muridae	Rattus_xanthurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33179.44	1.75	0.27	1.01	125.24	120.57	122.9	42	107.8	0.06	228.54	216.99	NA	NA
Rodentia	Sciuridae	Ratufa_affinis	1155.82	343.99	NA	NA	NA	4	NA	2	NA	NA	NA	NA	NA	NA	NA	23.03	NA	NA	NA	2	2	NA	NA	NA	1344098.02	8.65	-5.94	1.35	119.26	95.18	107.22	1	72.22	0.15	242.13	248.84	1685.02	1744.76
Rodentia	Sciuridae	Ratufa_bicolor	1609.08	319.47	NA	NA	NA	4	31.5	2	NA	149	1.5	NA	121	77	NA	9.74	NA	NA	NA	2	2	68.2	NA	NA	2430223.67	28.93	-8.78	10.07	114.6	87.59	101.09	1	163.32	0.09	170.15	219.57	1245.83	1515.19
Rodentia	Sciuridae	Ratufa_indica	1060	NA	NA	NA	NA	4	83.64	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	388205.93	22.6	8.19	15.4	86.62	72.71	79.66	22	404.86	0.07	121.06	256.12	877.48	1574.83
Rodentia	Sciuridae	Ratufa_macroura	1326.24	NA	NA	NA	NA	4	28	2	NA	NA	3.49	1.5	NA	NA	NA	NA	NA	742.46	NA	2	2	62.99	NA	NA	117108.35	10.95	5.91	8.43	81.88	76.28	79.08	68	506.25	0.06	136.29	264.31	1299.81	1585.53
Artiodactyla	Bovidae	Redunca_arundinum	58059.24	1505	NA	NA	NA	2	220.52	1	NA	273.75	0.98	NA	201	4500	NA	0.65	NA	NA	1.75	1	1	NA	NA	NA	5149998.73	-2.09	-31.07	-16.58	40.84	11.12	25.98	0	24.54	0.17	86.11	218.56	899.47	1455.42
Artiodactyla	Bovidae	Redunca_fulvorufula	29352.66	1230	NA	NA	NA	1	222.99	1	0.07	352.83	NA	NA	147.96	2719.09	575	7.77	NA	326.81	4.75	1	1	82.12	8635.5	NA	1134766.5	9.55	-34.21	-12.32	39.72	10.75	25.24	0	60.83	0.13	66.93	194.07	898.09	1364.88
Artiodactyla	Bovidae	Redunca_redunca	43288.95	1150	NA	NA	NA	1	228.12	1	NA	NA	1	NA	216	NA	NA	1.03	NA	NA	NA	1	1	NA	NA	NA	6462304.59	16.27	-11.83	2.21	41.29	-17.4	11.94	0	45.47	0.12	91.58	247.37	937.91	1597.01
Rodentia	Cricetidae	Reithrodon_auritus	79.73	142.5	NA	76.81	78.7	2	NA	2	NA	NA	3.4	NA	66	NA	NA	61.11	NA	68.97	NA	1	1	NA	NA	NA	1534977.74	-24.91	-54.62	-39.77	-55.34	-72.91	-64.13	0	19.63	0.09	46.21	126.02	539.85	816.91
Rodentia	Cricetidae	Reithrodon_typicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Reithrodontomys_brevirostris	12.9	72.28	NA	NA	NA	NA	NA	2	NA	NA	3.4	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	20739.72	13.14	9.72	11.43	-83.79	-86.03	-84.91	9	71.68	0.17	191.98	223.38	1297.81	1683.19
Rodentia	Cricetidae	Reithrodontomys_burti	20	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	90816.12	30.05	24.05	27.05	-106.99	-112.46	-109.73	1	31.82	0.12	26.17	225.82	586.57	1259
Rodentia	Cricetidae	Reithrodontomys_chrysopsis	19	NA	NA	NA	NA	NA	NA	2	NA	NA	3.4	NA	NA	NA	NA	380.91	NA	NA	1	2	NA	NA	NA	NA	53949.66	20.2	18.84	19.52	-96.93	-103.85	-100.39	19	274.26	0.09	89.52	177.45	915.68	1378.08
Rodentia	Cricetidae	Reithrodontomys_creper	22.8	89.73	NA	NA	NA	NA	NA	2	NA	NA	2.21	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	21120.56	10.29	8.35	9.32	-82.2	-84.73	-83.46	9	73.01	0.1	230.99	250.92	1368.53	1805.33
Rodentia	Cricetidae	Reithrodontomys_darienensis	12.99	NA	NA	NA	NA	NA	NA	2	NA	NA	3.88	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	48257.72	9.63	7.04	8.34	-76.93	-80.99	-78.96	2	29.3	0.1	188.64	252.68	1548.72	1673.62
Rodentia	Cricetidae	Reithrodontomys_fulvescens	11.55	66.99	NA	NA	NA	3	NA	2	1.34E-03	NA	3.76	NA	NA	1.11	NA	639.1	NA	NA	1.5	2	2	14.44	3.24	NA	2462274.78	37.62	11.08	24.35	-85.64	-113.71	-99.67	0	49.38	0.09	61.04	188.12	748.26	1287.47
Rodentia	Cricetidae	Reithrodontomys_gracilis	12.47	72.79	NA	NA	NA	NA	NA	2	NA	NA	3.11	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	326863.25	21.6	9.94	15.77	-84.31	-93.93	-89.12	3	65.97	0.18	130.43	240.2	1266.68	1637.71
Rodentia	Cricetidae	Reithrodontomys_hirsutus	20	NA	NA	NA	NA	NA	NA	2	NA	NA	3.88	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	8359.01	21.44	20.41	20.92	-103.94	-105	-104.47	9	46.77	0.07	77.67	188.85	808.33	1539.47
Rodentia	Cricetidae	Reithrodontomys_humulis	8.25	65	NA	NA	NA	3	21.26	2	3.19E-03	34.05	2.99	NA	26.89	1.07	NA	326.97	NA	44.65	1	2	2	20.92	NA	NA	1299569.88	40.39	26.46	33.43	-75.71	-97.77	-86.74	1	58.11	0.06	99.07	171.18	972.61	1077.7
Rodentia	Cricetidae	Reithrodontomys_megalotis	10.72	69.62	62	22.5	9	NA	23.5	2	1.01E-03	27.6	4.18	4.5	18	1.36	NA	1152.39	NA	87.5	1	2	NA	20	NA	NA	5125874.07	50.61	15.95	33.28	-86.91	-124.56	-105.73	0	30.63	0.07	40.68	112.44	506.38	964.8
Rodentia	Cricetidae	Reithrodontomys_mexicanus	15.71	NA	NA	NA	NA	NA	NA	2	NA	NA	2.91	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	603566.32	23.35	-2.73	10.3	-76.26	-103.62	-89.94	0	70.57	0.11	159.1	222.84	1200.85	1600.5
Rodentia	Cricetidae	Reithrodontomys_microdon	20	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	138081.97	20.39	14.2	17.3	-89.87	-102.59	-96.23	12	180.6	0.09	92.17	195.49	1118.33	1510.11
Rodentia	Cricetidae	Reithrodontomys_montanus	10.9	NA	84	NA	NA	3	21	2	2.29E-03	NA	3.94	NA	NA	0.99	NA	300.58	NA	61.87	1	2	2	14	5.4	NA	1850597.56	46.76	25.71	36.23	-93.78	-111.88	-102.83	0	14.91	0.07	42.59	135.06	590.85	1010.13
Rodentia	Cricetidae	Reithrodontomys_paradoxus	NA	71.38	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	10040.15	11.99	9.81	10.9	-84.4	-86.3	-85.35	21	98.17	0.14	197.42	245.08	1274.78	1818.75
Rodentia	Cricetidae	Reithrodontomys_raviventris	10.95	70.91	NA	NA	NA	2	22.5	2	1.66E-03	NA	3.88	1.5	31	NA	NA	NA	NA	NA	1	2	1	NA	NA	NA	32.04	38.2	37.49	37.85	-122.03	-122.57	-122.3	176	540.1	0.03	46.75	131.25	338.99	1010.83
Rodentia	Cricetidae	Reithrodontomys_rodriguezi	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	3516.68	10.46	9.83	10.14	-83.58	-84.25	-83.91	58	196.05	0.17	238.21	218.22	1424.04	1755
Rodentia	Cricetidae	Reithrodontomys_spectabilis	20.19	87.83	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	490.76	20.59	20.26	20.42	-86.73	-87.02	-86.87	7	67.63	0.35	123	256	1377	1471
Rodentia	Cricetidae	Reithrodontomys_sumichrasti	19	NA	NA	NA	NA	NA	NA	2	NA	NA	3.49	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	408113.58	21.63	8.34	14.98	-82.37	-104.6	-93.49	8	105.24	0.1	117.05	208.75	1095.11	1552.11
Rodentia	Cricetidae	Reithrodontomys_tenuirostris	20	87.73	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	21302.1	16	14.32	15.16	-90.15	-92.33	-91.24	27	168.21	0.12	101.14	196.02	1378.91	1684.78
Rodentia	Cricetidae	Reithrodontomys_zacatecae	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	212008.52	30.45	18.79	24.62	-101.17	-108.81	-104.99	2	34.73	0.1	51.24	149.77	707.02	1349.7
Rodentia	Muridae	Rhabdomys_dilectus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rhabdomys_pumilio	40.73	108.81	90.62	32.09	39.62	3	25.44	NA	NA	29.07	5.28	7	34.8	2.5	39.68	1827.85	NA	61.87	NA	NA	2	14	8.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rhagamys_orthodon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Rhagomys_longilingua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
