"order","family","genus","binomial","synonym"
"Passeriformes","ESTRILDIDAE","Amadina","Amadina fasciata",NA
"Passeriformes","ESTRILDIDAE","Spermestes","Spermestes cucullatus","Lonchura cucullata"
"Passeriformes","ESTRILDIDAE","Spermestes","Spermestes bicolor","Lonchura bicolor"
"Passeriformes","VIDUIDAE","Vidua","Vidua macroura",NA
"Passeriformes","VIDUIDAE","Vidua","Vidua regia",NA
"Passeriformes","VIDUIDAE","Vidua","Vidua paradisaea",NA
"Passeriformes","VIDUIDAE","Vidua","Vidua funerea",NA
"Passeriformes","VIDUIDAE","Vidua","Vidua purpurascens",NA
"Passeriformes","VIDUIDAE","Vidua","Vidua chalybeata",NA
"Passeriformes","FRINGILLIDAE","Crithagra","Crithagra mozambica",NA
"Passeriformes","FRINGILLIDAE","Serinus","Serinus atrogularis",NA
"Passeriformes","FRINGILLIDAE","Serinus","Serinus canicollis",NA
"Passeriformes","FRINGILLIDAE","Crithagra","Crithagra sulphurata","Serinus sulphuratus"
"Passeriformes","FRINGILLIDAE","Crithagra","Crithagra gularis","Poliospiza gularis"
"Passeriformes","FRINGILLIDAE","Emberiza","Emberiza flaviventris",NA
"Passeriformes","FRINGILLIDAE","Emberiza","Emberiza capensis","Fringillaria capensis"
"Passeriformes","FRINGILLIDAE","Emberiza","Emberiza tahapisi",NA
"Passeriformes","FRINGILLIDAE","Emberiza","Emberiza impetuani","Fringillaria impetuani"
